frame,Cadera_x,Cadera_y,Rodilla_x,Rodilla_y,Tobillo_x,Tobillo_y,Talon_x,Talon_y,Meta_x,Meta_y
510,216.97325134277344,252.79476928710938,255.81222534179688,152.03961181640625,232.54388427734375,39.620121002197266,225.2489013671875,24.307631492614746,271.26025390625,19.843538761138916
511,216.49252319335938,252.43778228759766,256.122314453125,152.00925064086914,232.51235961914062,39.629722595214844,225.23097229003906,24.29447078704834,271.19451904296875,19.896496295928955
512,215.9866943359375,251.92465209960938,256.3532409667969,151.9361228942871,232.47323608398438,39.594449043273926,225.2026824951172,24.28131866455078,271.17578125,19.933629512786865
513,215.50827026367188,251.72765350341797,256.6505432128906,151.84443283081055,232.438720703125,39.60911464691162,225.20326232910156,24.271199226379395,271.1446533203125,19.974929809570312
514,215.0782012939453,251.3445053100586,256.8077087402344,151.66173934936523,232.40248107910156,39.602871894836426,225.20211791992188,24.261637687683105,271.07470703125,20.030033111572266
515,214.52273559570312,250.8072509765625,257.04974365234375,151.43473434448242,232.3699188232422,39.59958744049072,225.18324279785156,24.23910427093506,271.0335998535156,20.084105014801025
516,214.0132293701172,250.58294677734375,257.23797607421875,151.29813766479492,232.3370361328125,39.60652542114258,225.19639587402344,24.22598361968994,271.07891845703125,20.12444257736206
517,213.51644897460938,250.04164123535156,257.4516906738281,151.2023048400879,232.3340606689453,39.591410636901855,225.1738739013672,24.218427658081055,271.0566101074219,20.191879749298096
518,213.16151428222656,249.7745590209961,257.5356750488281,151.11318969726562,232.27517700195312,39.589688301086426,225.1465301513672,24.19965648651123,271.0913391113281,20.264511108398438
519,212.64239501953125,249.29173278808594,257.6598205566406,150.9239959716797,232.24229431152344,39.560980796813965,225.08010864257812,24.194106101989746,271.11407470703125,20.33413553237915
520,212.1501922607422,248.86905670166016,257.81341552734375,150.8771209716797,232.2115020751953,39.57794952392578,225.16221618652344,24.187042236328125,271.1368103027344,20.40375852584839
521,211.62799072265625,248.56439208984375,257.9409484863281,150.78498458862305,232.1450653076172,39.599730491638184,225.11648559570312,24.18548011779785,270.904541015625,20.4245867729187
522,211.1942138671875,247.98712921142578,258.07318115234375,150.69662475585938,232.12889099121094,39.62328243255615,225.09718322753906,24.186501502990723,270.9074401855469,20.454773426055908
523,210.73451232910156,247.72501373291016,258.23748779296875,150.5177879333496,232.07286071777344,39.60883712768555,225.09765625,24.193387985229492,270.8328552246094,20.520538330078125
524,210.21607971191406,247.23616790771484,258.4235534667969,150.29211044311523,232.02764892578125,39.604454040527344,225.09275817871094,24.19844341278076,270.76702880859375,20.577170848846436
525,209.69642639160156,246.8968734741211,258.49749755859375,150.20261764526367,232.00779724121094,39.61669063568115,225.07180786132812,24.1986665725708,270.7014465332031,20.633716106414795
526,209.25437927246094,246.48332977294922,258.7264099121094,150.14986038208008,231.99234008789062,39.643412590026855,225.07638549804688,24.196535110473633,270.69500732421875,20.636341094970703
527,208.74537658691406,245.9802017211914,258.8405456542969,150.05831909179688,231.94325256347656,39.63717555999756,225.0594024658203,24.18434715270996,270.685546875,20.728437423706055
528,208.31561279296875,245.5631561279297,259.06243896484375,149.9451026916504,231.92893981933594,39.61526012420654,225.04661560058594,24.175057411193848,270.65789794921875,20.74711275100708
529,207.77276611328125,245.0727081298828,259.2919006347656,149.90415573120117,231.91957092285156,39.62755107879639,225.03598022460938,24.168245315551758,270.7079162597656,20.77162742614746
530,207.40089416503906,244.60448455810547,259.5119934082031,149.71267318725586,231.90704345703125,39.632431983947754,225.05703735351562,24.177672386169434,270.71142578125,20.792914867401123
531,206.8607635498047,244.07306671142578,259.81671142578125,149.65304946899414,231.90997314453125,39.608551025390625,225.05450439453125,24.187602996826172,270.7154541015625,20.799277782440186
532,206.43905639648438,243.69792938232422,260.0492858886719,149.4635124206543,231.9175262451172,39.60750102996826,225.04708862304688,24.197525024414062,270.7220458984375,20.778772830963135
533,205.91616821289062,243.0937957763672,260.30242919921875,149.28596878051758,231.9260711669922,39.588847160339355,224.9944610595703,24.196386337280273,270.681396484375,20.742061614990234
534,205.5609893798828,242.63317108154297,260.5536193847656,149.11249923706055,231.91114807128906,39.58197784423828,225.03099060058594,24.163744926452637,270.6532897949219,20.711740493774414
535,205.1151580810547,242.10514068603516,260.804931640625,148.93936157226562,231.9389190673828,39.54422664642334,225.0487823486328,24.152844429016113,270.7181396484375,20.624588012695312
536,204.6822967529297,241.54259490966797,261.0734558105469,148.8351287841797,231.95701599121094,39.51404285430908,225.06446838378906,24.124680519104004,270.76385498046875,20.570679187774658
537,204.32122802734375,241.0553970336914,261.36236572265625,148.6135139465332,232.04049682617188,39.47611713409424,225.07818603515625,24.09858798980713,270.84564208984375,20.531626224517822
538,203.8649444580078,240.37419891357422,261.55389404296875,148.572509765625,232.0585479736328,39.46113967895508,225.0537109375,24.089252471923828,270.8486633300781,20.511531829833984
539,203.5683135986328,239.8744125366211,261.9355773925781,148.34746170043945,232.0846405029297,39.42635250091553,225.07460021972656,24.07042407989502,270.8698425292969,20.48508310317993
540,203.25711059570312,239.27133178710938,262.2735900878906,148.04017639160156,232.1035614013672,39.3832368850708,225.1140899658203,24.04185390472412,270.8981628417969,20.46888542175293
541,202.84957885742188,238.6758041381836,262.516845703125,147.93062210083008,232.13243103027344,39.318434715270996,225.10023498535156,24.01692295074463,270.9372863769531,20.434726238250732
542,202.51626586914062,238.15859985351562,262.79095458984375,147.8770637512207,232.1439971923828,39.30172634124756,225.06150817871094,24.02186107635498,270.8961486816406,20.367703914642334
543,202.209716796875,237.43334197998047,263.1094665527344,147.5932502746582,232.14405822753906,39.298842430114746,225.05615234375,24.013157844543457,270.88812255859375,20.333776473999023
544,201.8514862060547,236.93524932861328,263.2949523925781,147.31228637695312,232.14820861816406,39.28944110870361,225.04457092285156,24.005962371826172,270.87664794921875,20.293363094329834
545,201.60025024414062,236.33173370361328,263.5523986816406,147.06248474121094,232.15316772460938,39.243839263916016,224.97320556640625,23.962806701660156,270.6910400390625,20.14359712600708
546,201.3195343017578,235.54625701904297,263.7987976074219,146.80839157104492,232.1339111328125,39.203407287597656,224.95933532714844,23.93786859512329,270.6832275390625,20.022913455963135
547,201.08111572265625,235.09835815429688,264.04058837890625,146.74052810668945,232.08987426757812,39.161850929260254,224.95101928710938,23.909677505493164,270.6406555175781,19.90215253829956
548,200.83644104003906,234.4244613647461,264.32562255859375,146.5513916015625,232.08714294433594,39.08484935760498,224.89834594726562,23.89397621154785,270.6368713378906,19.884469985961914
549,200.55636596679688,233.6901397705078,264.599609375,146.38128662109375,232.06033325195312,39.05263423919678,224.84730529785156,23.837465286254883,270.621826171875,19.822214126586914
550,200.34962463378906,233.26311492919922,264.82275390625,146.12168884277344,232.0500946044922,39.03706741333008,224.82241821289062,23.824720859527588,270.64666748046875,19.754905700683594
551,200.14251708984375,232.5095443725586,265.056640625,145.8625831604004,232.05441284179688,38.99154567718506,224.791259765625,23.803054332733154,270.64739990234375,19.721837997436523
552,199.91566467285156,231.82674407958984,265.39105224609375,145.78943252563477,232.05227661132812,38.95463275909424,224.7711639404297,23.788742065429688,270.6496276855469,19.68440008163452
553,199.88218688964844,231.31912994384766,265.686767578125,145.50596237182617,232.01101684570312,38.94273090362549,224.74195861816406,23.7871356010437,270.6523742675781,19.649535655975342
554,199.63238525390625,230.60099029541016,265.9857482910156,145.26543045043945,232.00717163085938,38.89091777801514,224.7010040283203,23.768571853637695,270.65521240234375,19.613725662231445
555,199.49903869628906,229.91326904296875,266.2864074707031,145.04826736450195,231.99752807617188,38.82546329498291,224.61520385742188,23.72846031188965,270.6626281738281,19.569591522216797
556,199.4339141845703,229.43964385986328,266.5866394042969,144.82493591308594,231.98606872558594,38.78262233734131,224.65206909179688,23.703105926513672,270.6628112792969,19.492239475250244
557,199.2124481201172,228.67371368408203,266.76812744140625,144.74941635131836,231.9549102783203,38.744330406188965,224.65304565429688,23.676076412200928,270.65155029296875,19.446504592895508
558,199.12916564941406,228.11125946044922,267.2586669921875,144.58404922485352,231.93020629882812,38.694783210754395,224.53875732421875,23.655680179595947,270.58367919921875,19.363619327545166
559,199.01058959960938,227.54935455322266,267.6775207519531,144.24965286254883,231.93707275390625,38.616488456726074,224.57080078125,23.622024536132812,270.541015625,19.334665775299072
560,198.80801391601562,226.77532196044922,268.09600830078125,143.96329879760742,231.95706176757812,38.581787109375,224.52328491210938,23.601601123809814,270.4923095703125,19.265031337738037
561,198.7882080078125,226.26551055908203,268.1319274902344,143.84857177734375,231.96287536621094,38.57472324371338,224.49676513671875,23.602553844451904,270.44989013671875,19.223356246948242
562,198.70748901367188,225.5928955078125,268.5965270996094,143.6494903564453,231.91400146484375,38.569315910339355,224.48663330078125,23.587384700775146,270.4585266113281,19.20549201965332
563,198.62953186035156,224.81625366210938,269.06011962890625,143.43890762329102,231.93698120117188,38.54812145233154,224.4716339111328,23.574793338775635,270.4534606933594,19.17987585067749
564,198.5257110595703,224.38240814208984,269.40582275390625,143.16637802124023,231.8993682861328,38.51503658294678,224.3995361328125,23.53513526916504,270.4943542480469,19.112783432006836
565,198.60043334960938,223.6772003173828,269.66485595703125,142.89303588867188,231.9098358154297,38.504204750061035,224.3887481689453,23.522791385650635,270.52313232421875,19.056617259979248
566,198.5362548828125,222.83960723876953,270.0226745605469,142.49211502075195,231.9529571533203,38.44189453125,224.383056640625,23.502583980560303,270.4444274902344,18.966550827026367
567,198.50514221191406,222.36151885986328,270.5412902832031,141.9734001159668,231.97515869140625,38.411404609680176,224.38539123535156,23.476986408233643,270.420654296875,18.90291452407837
568,198.5088348388672,221.71524810791016,271.0887451171875,141.7745361328125,232.00502014160156,38.386138916015625,224.38186645507812,23.47176218032837,270.5433349609375,18.8941912651062
569,198.4699249267578,220.91191864013672,271.5513916015625,141.61056518554688,232.00363159179688,38.39919662475586,224.3773651123047,23.46883535385132,270.50335693359375,18.874659061431885
570,198.4888916015625,220.43570709228516,271.63079833984375,141.7148551940918,232.01417541503906,38.39278793334961,224.387939453125,23.477678775787354,270.5662536621094,18.849872589111328
571,198.53663635253906,219.69976043701172,272.1809997558594,141.59608840942383,232.06027221679688,38.35648727416992,224.37803649902344,23.497146606445312,270.5686950683594,18.770742416381836
572,198.56243896484375,218.94273376464844,272.4542236328125,141.43600845336914,232.091064453125,38.331095695495605,224.3725128173828,23.51287078857422,270.53662109375,18.76615333557129
573,198.5879669189453,218.38140106201172,272.6875,141.11813735961914,232.10516357421875,38.33473205566406,224.34136962890625,23.484294891357422,270.5531921386719,18.73993492126465
574,198.60830688476562,217.67749786376953,272.9438171386719,140.8473243713379,232.10862731933594,38.334354400634766,224.3208770751953,23.504855632781982,270.5481872558594,18.72233247756958
575,198.65402221679688,216.90190887451172,273.5693054199219,140.76319885253906,232.19500732421875,38.34599018096924,224.3527374267578,23.519996166229248,270.63128662109375,18.70351552963257
576,198.65899658203125,216.20240020751953,273.881591796875,140.50347518920898,232.21202087402344,38.38414764404297,224.37901306152344,23.521940231323242,270.6346130371094,18.666383743286133
577,198.6961212158203,215.6286163330078,274.2307434082031,140.3495979309082,232.260009765625,38.382330894470215,224.44349670410156,23.545416355133057,270.67559814453125,18.668249130249023
578,198.86685180664062,214.8581085205078,274.58966064453125,140.16160583496094,232.3624725341797,38.404452323913574,224.52902221679688,23.55880308151245,270.7272033691406,18.64474868774414
579,198.79449462890625,214.08043670654297,274.56524658203125,140.51562881469727,232.37841796875,38.3997688293457,224.517822265625,23.584323406219482,270.7395935058594,18.628608226776123
580,198.81591796875,213.45948028564453,274.942626953125,140.5155258178711,232.4146270751953,38.43600940704346,224.5299072265625,23.607014179229736,270.76953125,18.613117218017578
581,198.83694458007812,212.78386688232422,275.3668518066406,140.50603866577148,232.41314697265625,38.415470123291016,224.54197692871094,23.629703521728516,270.8054504394531,18.598164081573486
582,198.8406219482422,212.09099578857422,275.5537414550781,140.17446899414062,232.4156951904297,38.42447376251221,224.55404663085938,23.652392864227295,270.83355712890625,18.577561855316162
583,198.83688354492188,211.25885009765625,275.9656982421875,140.14181900024414,232.4600372314453,38.454803466796875,224.57083129882812,23.647878170013428,270.8616943359375,18.54563570022583
584,198.82162475585938,210.66556549072266,276.2819519042969,139.87327194213867,232.46690368652344,38.46119785308838,224.5863800048828,23.650531768798828,270.91046142578125,18.492526531219482
585,198.79530334472656,209.9684600830078,276.6047058105469,139.68549728393555,232.6435546875,38.44222354888916,224.63662719726562,23.63801336288452,270.8784484863281,18.506258010864258
586,198.8134765625,209.20195770263672,277.0247497558594,139.49313354492188,232.6475067138672,38.444294929504395,224.6726837158203,23.686659336090088,270.876708984375,18.49806833267212
587,198.793212890625,208.47239685058594,277.3117980957031,139.31040573120117,232.64256286621094,38.48837184906006,224.62644958496094,23.71920347213745,270.8722229003906,18.491466522216797
588,198.77272033691406,207.88318634033203,277.7215270996094,139.05192947387695,232.65830993652344,38.52103328704834,224.60621643066406,23.75037717819214,270.9278259277344,18.468499660491943
589,198.75856018066406,207.2406234741211,278.2219543457031,138.77729415893555,232.67066955566406,38.57153034210205,224.64620971679688,23.769829273223877,270.87384033203125,18.456371784210205
590,198.64459228515625,206.47029876708984,278.51092529296875,138.62140274047852,232.72640991210938,38.578946113586426,224.66268920898438,23.79140281677246,270.8650817871094,18.438806533813477
591,198.61549377441406,205.8486099243164,278.85784912109375,138.39556503295898,232.77078247070312,38.59646129608154,224.66502380371094,23.818684101104736,270.8509216308594,18.422218322753906
592,198.51577758789062,205.19734954833984,279.22161865234375,138.14804077148438,232.8155517578125,38.609999656677246,224.67897033691406,23.82709550857544,270.8538513183594,18.403597354888916
593,198.43057250976562,204.5459976196289,279.65081787109375,137.82477951049805,232.98670959472656,38.571513175964355,224.67799377441406,23.849225521087646,270.9734191894531,18.38831663131714
594,199.45852661132812,203.6067123413086,280.1675109863281,137.6008186340332,232.96502685546875,38.603196144104004,224.67320251464844,23.862821102142334,271.0472717285156,18.375091552734375
595,199.31167602539062,203.13711547851562,280.4215087890625,137.4078369140625,232.97109985351562,38.630699157714844,224.6827392578125,23.881855487823486,271.039306640625,18.3758282661438
596,199.89907836914062,202.60043334960938,280.7322082519531,137.09274673461914,233.03521728515625,38.67532253265381,224.74795532226562,23.925903797149658,271.1290588378906,18.35544776916504
597,200.33963012695312,202.1308364868164,281.24176025390625,136.79693984985352,233.132568359375,38.72676372528076,224.76210021972656,24.016124725341797,271.12158203125,18.32740831375122
598,199.89907836914062,201.52706909179688,281.6690673828125,136.58380508422852,233.1990509033203,38.7127046585083,224.7947235107422,24.047415733337402,271.1332702636719,18.313580989837646
599,199.31167602539062,200.3195343017578,281.95428466796875,136.3480339050293,233.26918029785156,38.75332546234131,224.8134307861328,24.074326515197754,271.17950439453125,18.3007493019104
600,199.60537719726562,200.3195343017578,282.27099609375,136.10054397583008,233.356201171875,38.787137031555176,224.83282470703125,24.163058280944824,271.21673583984375,18.28689193725586
601,199.89907836914062,199.91702270507812,282.67681884765625,135.75831985473633,233.52316284179688,38.837162017822266,224.87574768066406,24.247950553894043,271.25396728515625,18.273033142089844
602,200.48648071289062,199.51451110839844,283.00244140625,135.59426879882812,233.53170776367188,38.84919834136963,224.94635009765625,24.272812843322754,271.3023376464844,18.26361322402954
603,200.92703247070312,199.51451110839844,283.31549072265625,135.38718795776367,233.57908630371094,38.895320892333984,224.94415283203125,24.29842185974121,271.2696533203125,18.235981464385986
604,201.22073364257812,199.2461700439453,283.6820983886719,135.0816192626953,233.6549072265625,38.879639625549316,224.988525390625,24.341511726379395,271.2575378417969,18.21283721923828
605,201.22073364257812,198.9778289794922,283.9956359863281,134.75165176391602,233.78367614746094,38.879459381103516,224.96957397460938,24.36119556427002,271.3116455078125,18.20954132080078
606,201.36758422851562,197.09937286376953,284.27496337890625,134.5931854248047,233.78424072265625,38.89290904998779,224.96847534179688,24.38957691192627,271.3096008300781,18.231727123260498
607,201.95498657226562,195.8247528076172,284.5732421875,134.3492088317871,233.81809997558594,38.93562698364258,225.07354736328125,24.44553852081299,271.3177490234375,18.245826244354248
608,201.80813598632812,194.28163146972656,284.81622314453125,134.07402420043945,233.84088134765625,38.941826820373535,225.04161071777344,24.475954055786133,271.3258972167969,18.259925365447998
609,200.78018188476562,193.87911987304688,285.0638732910156,133.74261474609375,234.0274200439453,38.97883129119873,225.04173278808594,24.524654388427734,271.33740234375,18.254489421844482
610,201.22073364257812,193.34243774414062,285.4927978515625,133.6783561706543,234.10780334472656,39.001590728759766,225.0968017578125,24.563020706176758,271.3638916015625,18.230993270874023
611,201.22073364257812,192.4031982421875,285.7764587402344,133.43949508666992,234.11827087402344,39.06591510772705,225.10345458984375,24.619637489318848,271.3861999511719,18.213605403900146
612,201.51443481445312,191.66520309448242,286.0463562011719,133.03240585327148,234.1932373046875,39.0558443069458,225.10386657714844,24.633193016052246,271.40850830078125,18.196216106414795
613,201.66128540039062,190.86005401611328,286.39471435546875,132.80104064941406,234.2408447265625,39.06980609893799,225.111328125,24.681598663330078,271.4308166503906,18.17882537841797
614,201.66128540039062,190.4574737548828,286.5914001464844,132.6207160949707,234.2927703857422,39.08187389373779,225.11798095703125,24.723509788513184,271.453125,18.161434650421143
615,201.72816467285156,189.780029296875,286.93609619140625,132.4995002746582,234.26168823242188,39.137269020080566,225.1246337890625,24.76542377471924,271.4754333496094,18.144042491912842
616,201.8759002685547,189.3347282409668,287.1552734375,132.07609176635742,234.27735900878906,39.154480934143066,225.13128662109375,24.807340621948242,271.49774169921875,18.126651763916016
617,202.07809448242188,188.74528884887695,287.4599304199219,131.85853958129883,234.44430541992188,39.17238235473633,225.137939453125,24.849257469177246,271.4694519042969,18.11614179611206
618,202.283447265625,188.2987174987793,287.7498779296875,131.7740020751953,234.44168090820312,39.174221992492676,225.14120483398438,24.884299278259277,271.5029296875,18.114433765411377
619,202.40147399902344,187.73527908325195,288.1134948730469,131.59122848510742,234.46250915527344,39.17018222808838,225.14535522460938,24.921149253845215,271.58056640625,18.126770496368408
620,202.65089416503906,187.26731872558594,288.3884582519531,131.29116439819336,234.5918426513672,39.241427421569824,225.25343322753906,24.977025032043457,271.53955078125,18.12517547607422
621,202.8787841796875,186.76704025268555,288.712890625,131.08685302734375,234.6190948486328,39.25648498535156,225.2371063232422,25.029044151306152,271.5233154296875,18.13518190383911
622,203.17218017578125,186.43596267700195,289.0290832519531,130.86643981933594,234.65655517578125,39.26970291137695,225.28195190429688,25.06388568878174,271.50775146484375,18.142792224884033
623,203.462158203125,185.86806106567383,289.3589782714844,130.7119903564453,234.7202911376953,39.324334144592285,225.30343627929688,25.16495418548584,271.4921875,18.150402545928955
624,203.7193603515625,185.64062118530273,289.65264892578125,130.53541946411133,234.7225341796875,39.34101963043213,225.30596923828125,25.178956031799316,271.47662353515625,18.158012866973877
625,203.9451141357422,185.24349975585938,289.9767150878906,130.33880996704102,234.72601318359375,39.38262462615967,225.31446838378906,25.2116060256958,271.4610595703125,18.1656231880188
626,204.22137451171875,184.78169631958008,290.2843017578125,130.1073760986328,234.74966430664062,39.414390563964844,225.3369903564453,25.241183280944824,271.44549560546875,18.17323350906372
627,204.50233459472656,184.70280075073242,290.69512939453125,130.00949478149414,234.78504943847656,39.459168434143066,225.38653564453125,25.259605407714844,271.429931640625,18.180843830108643
628,204.76751708984375,184.3802375793457,291.02862548828125,129.84316635131836,234.85580444335938,39.48093795776367,225.38455200195312,25.286590576171875,271.41436767578125,18.188454151153564
629,205.12586975097656,183.99805068969727,291.3175354003906,129.70439529418945,234.91612243652344,39.50796031951904,225.38314819335938,25.32015895843506,271.3988037109375,18.196064472198486
630,205.53201293945312,183.82220077514648,291.68963623046875,129.5717010498047,234.9764404296875,39.53498554229736,225.3834686279297,25.366095542907715,271.38323974609375,18.20367193222046
631,205.94557189941406,183.62852096557617,292.1744384765625,129.32620239257812,235.0931854248047,39.62602615356445,225.4056396484375,25.418612480163574,271.36767578125,18.21127939224243
632,206.23910522460938,183.5024299621582,292.461181640625,129.18682479858398,235.0863800048828,39.66953659057617,225.457763671875,25.464208602905273,271.35211181640625,18.218886852264404
633,206.6255340576172,183.36560440063477,292.921630859375,129.1490821838379,235.09823608398438,39.739182472229004,225.4967803955078,25.52442455291748,271.3376159667969,18.22608232498169
634,206.97805786132812,183.10559463500977,293.2292175292969,128.95074462890625,235.13157653808594,39.78382873535156,225.46559143066406,25.574149131774902,271.3921813964844,18.219627857208252
635,207.37193298339844,182.96089553833008,293.6277160644531,128.91221237182617,235.19073486328125,39.80479145050049,225.46243286132812,25.605557441711426,271.4284973144531,18.216795444488525
636,207.6891326904297,182.87774276733398,294.0849304199219,128.74249649047852,235.27320861816406,39.88325214385986,225.48858642578125,25.6889705657959,271.4648132324219,18.2139630317688
637,208.1847381591797,182.87799453735352,294.3675842285156,128.577392578125,235.324951171875,39.89996337890625,225.58335876464844,25.704903602600098,271.5011291503906,18.211127758026123
638,208.63128662109375,182.7737274169922,294.8081359863281,128.43214416503906,235.38467407226562,39.912909507751465,225.52651977539062,25.828431129455566,271.5374450683594,18.208293914794922
639,209.10813903808594,182.8066749572754,295.3052978515625,128.33908081054688,235.37191772460938,40.08921432495117,225.52523803710938,25.922633171081543,271.5737609863281,18.20546007156372
640,209.62271118164062,182.76185989379883,295.6822509765625,128.24664688110352,235.5049591064453,40.17161178588867,225.60655212402344,26.04624080657959,271.6100769042969,18.202624797821045
641,210.00631713867188,182.78486251831055,296.1214904785156,128.20123672485352,235.5861053466797,40.306217193603516,225.60975646972656,26.15625,271.6463928222656,18.199790954589844
642,210.50994873046875,182.80720138549805,296.6084289550781,128.1544075012207,235.64126586914062,40.359901428222656,225.61448669433594,26.272104263305664,271.6827087402344,18.196957111358643
643,210.97682189941406,182.7781219482422,296.9535217285156,128.05207443237305,235.7540283203125,40.513569831848145,225.5986328125,26.429984092712402,271.2421569824219,18.32048749923706
644,211.4876251220703,182.80559921264648,297.3895263671875,127.93446350097656,235.8541259765625,40.636399269104004,225.63758850097656,26.547017097473145,271.2068786621094,18.300297260284424
645,211.98779296875,182.82150650024414,297.7733459472656,127.95569229125977,235.92543029785156,40.67819595336914,225.68675231933594,26.68447208404541,271.231201171875,18.313907146453857
646,212.28866577148438,182.8868522644043,298.1863098144531,127.95102310180664,236.00537109375,40.73781108856201,225.6577911376953,26.815664291381836,271.2201843261719,18.29236364364624
647,212.80126953125,183.12986755371094,298.6333923339844,127.91341781616211,236.144775390625,40.827589988708496,225.67068481445312,26.968769073486328,271.2120666503906,18.28652572631836
648,213.27191162109375,183.3226661682129,299.0092468261719,127.8401985168457,236.1380615234375,40.915080070495605,225.69483947753906,27.069457054138184,271.2377014160156,18.269815921783447
649,213.80889892578125,183.44435119628906,299.4047546386719,127.79879379272461,236.21180725097656,41.07304859161377,225.744140625,27.23191738128662,271.2162780761719,18.2962589263916
650,214.37364196777344,183.6416015625,299.70086669921875,127.72232437133789,236.28663635253906,41.19407558441162,225.78231811523438,27.347250938415527,271.1898193359375,18.290255069732666
651,214.69879150390625,183.8220977783203,300.1143493652344,127.70378494262695,236.28236389160156,41.407668113708496,225.80177307128906,27.563326835632324,271.2723083496094,18.265382766723633
652,215.2126007080078,183.98026657104492,300.4560241699219,127.68334579467773,236.4864959716797,41.50496578216553,225.8712921142578,27.685063362121582,271.284912109375,18.27544641494751
653,215.76339721679688,184.3164825439453,300.7937927246094,127.70979309082031,236.57046508789062,41.59024715423584,225.92898559570312,27.82529354095459,271.3125305175781,18.278104305267334
654,216.2454376220703,184.6399040222168,301.241455078125,127.68552017211914,236.712646484375,41.68162536621094,225.9383544921875,27.95734691619873,271.2937927246094,18.287532806396484
655,216.80747985839844,184.81158828735352,301.5271911621094,127.67215347290039,236.75469970703125,41.76214599609375,225.97740173339844,28.10775089263916,271.3498840332031,18.281890869140625
656,217.2691650390625,185.08105087280273,301.84429931640625,127.65981674194336,236.82058715820312,41.84567928314209,226.01197814941406,28.253891944885254,271.3248596191406,18.273752689361572
657,217.73036193847656,185.55627822875977,302.1033020019531,127.64047622680664,236.91378784179688,41.95425796508789,226.0465545654297,28.400032997131348,271.31378173828125,18.2665958404541
658,218.2358856201172,185.7993507385254,302.3266296386719,127.6417350769043,237.05572509765625,42.0496129989624,226.0811309814453,28.54617404937744,271.32794189453125,18.280521869659424
659,218.69436645507812,186.2699089050293,302.6551208496094,127.66691207885742,237.1350860595703,42.255743980407715,226.2251434326172,28.650240898132324,271.3556213378906,18.308505535125732
660,219.10214233398438,186.65451049804688,302.8693542480469,127.72220993041992,237.19505310058594,42.31119918823242,226.27194213867188,28.765419960021973,271.32080078125,18.311004638671875
661,219.52589416503906,187.04945755004883,303.1399841308594,127.79220199584961,237.33224487304688,42.45106029510498,226.33676147460938,28.880593299865723,271.4902648925781,18.335525035858154
662,220.01480102539062,187.64667892456055,303.3374328613281,127.91020202636719,237.44912719726562,42.455002784729004,226.40158081054688,28.995766639709473,271.428466796875,18.352954387664795
663,220.47535705566406,188.10987854003906,303.6104736328125,127.96880722045898,237.52037048339844,42.56439971923828,226.4271240234375,29.15746307373047,271.4144592285156,18.371097564697266
664,220.9969024658203,188.6894874572754,303.8211669921875,128.08471298217773,237.60240173339844,42.68299198150635,226.4630126953125,29.30690860748291,271.4732666015625,18.379507541656494
665,221.5870819091797,189.24848556518555,304.0323791503906,128.17469787597656,237.6980743408203,42.70998287200928,226.48394775390625,29.444137573242188,271.4906005859375,18.39094877243042
666,222.62477111816406,189.39430618286133,304.1957092285156,128.29276657104492,237.79981994628906,42.81083965301514,226.6123504638672,29.53367042541504,271.5245361328125,18.41817855834961
667,222.62477111816406,190.53495025634766,304.2315368652344,128.42709732055664,237.89959716796875,42.960994720458984,226.6984405517578,29.639848709106445,271.5349426269531,18.411282062530518
668,223.65272521972656,191.27301406860352,304.2983703613281,128.46212768554688,237.90841674804688,43.00616455078125,226.6222686767578,29.760289192199707,271.6586608886719,18.41943597793579
669,223.65272521972656,192.01107788085938,304.4225158691406,128.68184280395508,237.954833984375,43.150832176208496,226.62530517578125,29.868521690368652,271.64007568359375,18.423357009887695
670,223.65272521972656,192.34650421142578,304.4600524902344,128.75931930541992,237.9976348876953,43.275424003601074,226.61900329589844,29.978925704956055,271.6480712890625,18.443628787994385
671,223.65272521972656,192.54776000976562,304.4854431152344,128.90692520141602,238.05921936035156,43.397586822509766,226.6519317626953,30.0750732421875,271.64569091796875,18.474384784698486
672,223.65272521972656,192.74901580810547,304.6840515136719,129.09246826171875,238.141845703125,43.41547393798828,226.7125244140625,30.17087459564209,271.6587219238281,18.481658935546875
673,223.94642639160156,193.6882095336914,304.5664978027344,129.2563934326172,238.31727600097656,43.45499038696289,226.7611846923828,30.25942897796631,271.66302490234375,18.52007246017456
674,224.53382873535156,194.62740325927734,304.57769775390625,129.42671585083008,238.33602905273438,43.491414070129395,226.85147094726562,30.287575721740723,271.70867919921875,18.513715267181396
675,224.97438049316406,196.7072296142578,304.4627380371094,129.58931350708008,238.38914489746094,43.52906513214111,226.85523986816406,30.312881469726562,271.76190185546875,18.525780200958252
676,225.56178283691406,197.24391174316406,304.3404235839844,129.79811096191406,238.4420928955078,43.566521644592285,226.83482360839844,30.358763694763184,271.7768249511719,18.532789707183838
677,226.73658752441406,198.04898071289062,304.4361267089844,129.98305892944336,238.40457153320312,43.541476249694824,226.8961944580078,30.39777946472168,271.7959899902344,18.538508892059326
678,227.17713928222656,199.39068603515625,304.2025146484375,130.28886795043945,238.45008850097656,43.564579010009766,226.91114807128906,30.423259735107422,271.7681579589844,18.53109312057495
679,227.32398986816406,200.19570922851562,303.9900207519531,130.4586181640625,238.51942443847656,43.5889778137207,226.93345642089844,30.452499389648438,271.7570495605469,18.52955961227417
680,227.32398986816406,200.19570922851562,303.7909851074219,130.6560516357422,238.5579833984375,43.607239723205566,226.9557647705078,30.481736183166504,271.8170471191406,18.554739475250244
